Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-31.svrp , 4 , 529.83 , 485 , 44.83 , 44.83 , 529.83 , 529.83 , 0 , 508.03 , 4.11453 , 181 , 88 , 25 , 758 , 0 , 0.049 , 0.775 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-31.svrp , 4 , 529.83 , 485 , 44.83 , 44.83 , 529.83 , 529.83 , 0 , 487 , 8.08372 , 2300 , 253 , 910 , 0 , 0 , 0.007 , 2.545 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-31.svrp , 4 , 529.83 , 485 , 44.83 , 44.83 , 529.83 , 529.83 , 0 , 488.2 , 7.85724 , 1100 , 215 , 0 , 0 , 2746 , 0.008 , 1.324 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-31.svrp , 4 , 529.83 , 485 , 44.83 , 44.83 , 529.83 , 529.83 , 0 , 502.61 , 5.1375 , 306 , 132 , 44 , 18 , 0 , 0.01 , 0.347 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-31.svrp , 4 , 529.83 , 485 , 44.83 , 44.83 , 529.83 , 529.83 , 0 , 503.39 , 4.99028 , 284 , 111 , 0 , 36 , 523 , 0.016 , 0.456 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-32.svrp , 4 , 738.54 , 719 , 19.54 , 19.54 , 738.54 , 738.54 , 0 , 722.633 , 2.15384 , 185 , 46 , 10 , 3534 , 0 , 0.075 , 1.702 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-32.svrp , 4 , 738.54 , 719 , 19.54 , 19.54 , 738.54 , 738.54 , 0 , 700 , 5.2184 , 14263 , 617 , 4628 , 0 , 0 , 0.003 , 38.477 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-32.svrp , 4 , 738.54 , 719 , 19.54 , 19.54 , 738.54 , 738.54 , 0 , 700 , 5.2184 , 4783 , 517 , 0 , 0 , 9494 , 0.005 , 6.965 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-32.svrp , 4 , 738.54 , 719 , 19.54 , 19.54 , 738.54 , 738.54 , 0 , 718.92 , 2.65659 , 304 , 86 , 21 , 120 , 0 , 0.016 , 0.401 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-32.svrp , 4 , 738.54 , 719 , 19.54 , 19.54 , 738.54 , 738.54 , 0 , 718.92 , 2.65659 , 521 , 66 , 0 , 147 , 688 , 0.017 , 0.967 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-33.svrp , 4 , 649.94 , 605 , 44.94 , 44.94 , 649.94 , 649.94 , 0 , 634.257 , 2.41292 , 334 , 71 , 43 , 1150 , 0 , 0.06 , 1.343 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-33.svrp , 4 , 649.94 , 605 , 44.94 , 44.94 , 649.94 , 632 , 2.76025 , 577.17 , 11.1964 , 54112 , 900 , 35653 , 0 , 0 , 0.008 , 1800.1 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-33.svrp , 4 , 649.94 , 605 , 44.94 , 44.94 , 649.94 , 649.94 , 0 , 580.84 , 10.6318 , 2727 , 478 , 0 , 0 , 9032 , 0.012 , 4.711 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-33.svrp , 4 , 649.94 , 605 , 44.94 , 44.94 , 649.94 , 649.94 , 0 , 614.36 , 5.47435 , 430 , 134 , 81 , 54 , 0 , 0.011 , 0.552 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-33.svrp , 4 , 649.94 , 605 , 44.94 , 44.94 , 649.94 , 649.94 , 0 , 614.36 , 5.47435 , 291 , 197 , 0 , 59 , 313 , 0.012 , 0.45 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 508.704 , 5.84263 , 1766 , 163 , 257 , 4483 , 0 , 0.036 , 13.627 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 497.89 , 7.84423 , 16769 , 529 , 5628 , 0 , 0 , 0.008 , 61.774 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 499 , 7.63877 , 2630 , 280 , 0 , 0 , 5923 , 0.008 , 2.92 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 503.02 , 6.8947 , 2014 , 225 , 343 , 106 , 0 , 0.008 , 2.617 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 503.02 , 6.8947 , 1303 , 205 , 0 , 87 , 2395 , 0.01 , 1.849 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 455.06 , 2.37062 , 91 , 42 , 20 , 476 , 0 , 0.059 , 0.62 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 428 , 8.17618 , 20885 , 334 , 9175 , 0 , 0 , 0.003 , 123.976 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 431.36 , 7.45532 , 1062 , 147 , 0 , 0 , 1769 , 0.009 , 1.085 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 449.5 , 3.56354 , 241 , 66 , 31 , 15 , 0 , 0.009 , 0.261 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 449.96 , 3.46485 , 202 , 72 , 0 , 17 , 191 , 0.016 , 0.331 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 501.283 , 3.66975 , 430 , 81 , 69 , 3856 , 0 , 0.27 , 4.274 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 473.5 , 9.0088 , 10576 , 488 , 4589 , 0 , 0 , 0.008 , 31.514 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 473.5 , 9.0088 , 3572 , 408 , 0 , 0 , 7534 , 0.008 , 5.061 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 497.51 , 4.39487 , 397 , 89 , 95 , 91 , 0 , 0.026 , 0.533 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 497.51 , 4.39487 , 436 , 100 , 0 , 81 , 578 , 0.027 , 0.715 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 488.855 , 3.4799 , 343 , 59 , 69 , 861 , 0 , 0.042 , 1.122 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 473 , 6.61033 , 3549 , 157 , 1376 , 0 , 0 , 0.002 , 3.981 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 473.3 , 6.5511 , 1393 , 127 , 0 , 0 , 1614 , 0.003 , 1.297 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 481.24 , 4.98341 , 1043 , 83 , 312 , 33 , 0 , 0.011 , 0.912 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 481.24 , 4.98341 , 424 , 82 , 0 , 37 , 314 , 0.005 , 0.504 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 518.936 , 4.02684 , 311 , 132 , 47 , 2957 , 0 , 0.116 , 2.076 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 504.2 , 6.75223 , 8833 , 468 , 4383 , 0 , 0 , 0.007 , 27.629 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 504.5 , 6.69675 , 2048 , 366 , 0 , 0 , 4415 , 0.009 , 2.894 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 514.98 , 4.75856 , 404 , 133 , 70 , 77 , 0 , 0.015 , 0.495 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 514.98 , 4.75856 , 345 , 139 , 0 , 74 , 367 , 0.016 , 0.498 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 549.876 , 1.934 , 90 , 60 , 21 , 692 , 0 , 0.083 , 0.393 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 518.5 , 7.5296 , 2069 , 139 , 1042 , 0 , 0 , 0.005 , 2.266 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 525.12 , 6.34898 , 330 , 118 , 0 , 0 , 782 , 0.011 , 0.453 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 536.92 , 4.24454 , 862 , 100 , 109 , 20 , 0 , 0.009 , 0.624 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 536.92 , 4.24454 , 281 , 82 , 0 , 12 , 318 , 0.01 , 0.375 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 489.02 , 2.28394 , 74 , 60 , 14 , 948 , 0 , 0.075 , 0.52 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 479.4 , 4.20621 , 2009 , 181 , 906 , 0 , 0 , 0.009 , 2.332 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 479.67 , 4.15226 , 744 , 131 , 0 , 0 , 1703 , 0.011 , 0.868 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 485.587 , 2.96997 , 186 , 106 , 25 , 48 , 0 , 0.015 , 0.251 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 485.587 , 2.96997 , 147 , 91 , 0 , 43 , 332 , 0.018 , 0.311 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 0 , 0 , 548 , 548 , 0 , 542.596 , 0.986211 , 12 , 157 , 0 , 499 , 0 , 0.531 , 1.153 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 0 , 0 , 548 , 548 , 0 , 535 , 2.37226 , 126 , 316 , 4 , 0 , 0 , 0.034 , 0.393 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 0 , 0 , 548 , 548 , 0 , 535 , 2.37226 , 105 , 281 , 0 , 0 , 146 , 0.036 , 0.372 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 0 , 0 , 548 , 548 , 0 , 542.265 , 1.0466 , 13 , 153 , 0 , 14 , 0 , 0.064 , 0.276 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 0 , 0 , 548 , 548 , 0 , 542.265 , 1.0466 , 13 , 153 , 0 , 14 , 9 , 0.067 , 0.294 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 549.545 , 0.367134 , 5 , 95 , 0 , 665 , 0 , 0.192 , 0.534 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 547.5 , 0.737894 , 81 , 117 , 33 , 0 , 0 , 0.029 , 0.225 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 547.72 , 0.698008 , 35 , 115 , 0 , 0 , 83 , 0.034 , 0.219 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 549.55 , 0.366227 , 7 , 102 , 0 , 9 , 0 , 0.096 , 0.278 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 549.55 , 0.366227 , 7 , 102 , 0 , 9 , 22 , 0.099 , 0.275 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 568 , 0.891626 , 22 , 105 , 6 , 374 , 0 , 0.209 , 0.769 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 565.5 , 1.32784 , 112 , 149 , 57 , 0 , 0 , 0.015 , 0.321 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 565.5 , 1.32784 , 84 , 158 , 0 , 0 , 87 , 0.017 , 0.326 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 568 , 0.891626 , 39 , 130 , 2 , 24 , 0 , 0.077 , 0.613 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 568 , 0.891626 , 43 , 130 , 0 , 24 , 20 , 0.075 , 0.64 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 672.088 , 1.89492 , 618 , 496 , 32 , 2637 , 0 , 0.316 , 13.589 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 689.17 , 687 , 2.17 , 2.07 , 689.17 , 672 , 2.4914 , 662.17 , 3.91776 , 50080 , 1333 , 22712 , 0 , 0 , 0.032 , 1800.08 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 663.37 , 3.16756 , 6802 , 1058 , 0 , 0 , 16781 , 0.038 , 29.42 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 671.525 , 1.97721 , 355 , 338 , 8 , 63 , 0 , 0.047 , 1.18 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 671.525 , 1.97721 , 394 , 371 , 0 , 61 , 839 , 0.047 , 1.694 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 532.173 , 1.58061 , 21 , 102 , 7 , 133 , 0 , 0.138 , 0.523 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 531 , 1.7976 , 214 , 148 , 62 , 0 , 0 , 0.022 , 0.35 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 531 , 1.7976 , 96 , 143 , 0 , 0 , 122 , 0.025 , 0.326 , 1 , 
